ID , Source_Name , RA , Dec , z , Rmag , Class , Flux_1GHz , Flux_143GHz , Flux_keV , Flux_Fermi
#id , Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
2836 , 5BZQJ1644-1804 , 16 44 35.75 , -18 04 32.48 , 1.007  , 18.4 , QSO RLoud flat radio sp. , 284 , 0 , 0 , 0
2837 , 5BZQJ1645+6330 , 16 45 58.55 , +63 30 10.9 , 2.379  , 20.1 , QSO RLoud flat radio sp. , 218 , 268 , 0 , 0
2838 , 5BZQJ1646+4059 , 16 46 56.86 , +40 59 17.19 , 0.835  , 19.6 , QSO RLoud flat radio sp. , 261 , 0 , 0.35 , 0
2839 , 5BZQJ1648+4104 , 16 48 29.26 , +41 04 05.59 , 0.852  , 18.6 , QSO RLoud flat radio sp. , 243 , 0 , 0.1 , 0
2840 , 5BZQJ1650+0824 , 16 50 37.56 , +08 24 52.2 , 1.965  , 19.9 , QSO RLoud flat radio sp. , 160 , 0 , 0 , 7e-10
2841 , 5BZQJ1650+4140 , 16 50 05.47 , +41 40 32.41 , 0.585  , 17.7 , QSO RLoud flat radio sp. , 232 , 0 , 0.57 , 0
2842 , 5BZQJ1651+4002 , 16 51 37.52 , +40 02 18.99 , 2.343  , 17.4 , QSO RLoud flat radio sp. , 43 , 0 , 0.17 , 0
2843 , 5BZQJ1652+3902 , 16 52 58.5 , +39 02 49.81 , 1.299  , 21.2 , QSO RLoud flat radio sp. , 262 , 466 , 0 , 0
2844 , 5BZQJ1652+6232 , 16 52 01.51 , +62 32 09.09 , 1.633  , 19.3 , QSO RLoud flat radio sp. , 44 , 0 , 0.72 , 0
2845 , 5BZQJ1653+3107 , 16 53 29.9 , +31 07 56.89 , 1.298  , 17.5 , QSO RLoud flat radio sp. , 190 , 210 , 0.24 , 0
2846 , 5BZQJ1656+1826 , 16 56 34.08 , +18 26 26.41 , 2.551  , 20.1 , QSO RLoud flat radio sp. , 238 , 0 , 0 , 0
2847 , 5BZQJ1656+5321 , 16 56 39.61 , +53 21 48.81 , 1.553  , 19 , QSO RLoud flat radio sp. , 94 , 0 , 0.15 , 0
2848 , 5BZQJ1656+6012 , 16 56 48.24 , +60 12 16.41 , 0.623  , 18.6 , QSO RLoud flat radio sp. , 292 , 205 , 0.16 , 4e-10
2849 , 5BZQJ1656-3302 , 16 56 16.85 , -33 02 11.11 , 2.4  , 19.1 , QSO RLoud flat radio sp. , 411 , 0 , 1.33 , 1e-9
2850 , 5BZQJ1657+5705 , 16 57 20.7 , +57 05 53.48 , 1.281  , 17.4 , QSO RLoud flat radio sp. , 940 , 0 , 0.33 , 0
2851 , 5BZQJ1658+0515 , 16 58 33.45 , +05 15 16.41 , 0.879  , 15.9 , QSO RLoud flat radio sp. , 1534 , 0 , 1.52 , 0
2852 , 5BZQJ1658+0741 , 16 58 09.0 , +07 41 27.49 , 0.621  , 19.5 , QSO RLoud flat radio sp. , 1413 , 772 , 0.56 , 0
2853 , 5BZQJ1658+3443 , 16 58 01.42 , +34 43 28.41 , 1.939  , 18 , QSO RLoud flat radio sp. , 449 , 0 , 0.04 , 0
2854 , 5BZQJ1658+3605 , 16 58 02.62 , +36 05 04.09 , 2.116  , 18.1 , QSO RLoud flat radio sp. , 73 , 0 , 0.16 , 0
2855 , 5BZQJ1658+4737 , 16 58 02.77 , +47 37 49.18 , 1.61  , 17.8 , QSO RLoud flat radio sp. , 859 , 273 , 0.32 , 0
2856 , 5BZQJ1658-0739 , 16 58 44.05 , -07 39 17.71 , 3.742  , 19.6 , QSO RLoud flat radio sp. , 829 , 0 , 0.21 , 0
2857 , 5BZQJ1659+0213 , 16 59 45.0 , +02 13 06.99 , 2.039  , 18.4 , QSO RLoud flat radio sp. , 361 , 0 , 0.25 , 0
2858 , 5BZQJ1659+3735 , 16 59 31.92 , +37 35 29.0 , 0.771  , 17.6 , QSO RLoud flat radio sp. , 19 , 0 , 0.22 , 0
2859 , 5BZQJ1700+6830 , 17 00 09.29 , +68 30 06.98 , 0.301  , 18.4 , QSO RLoud flat radio sp. , 338 , 1162 , 0.15 , 3.8e-9
2860 , 5BZQJ1701+3533 , 17 01 12.37 , +35 33 53.49 , 0.501  , 18.5 , QSO RLoud flat radio sp. , 71 , 0 , 0.49 , 0
2861 , 5BZQJ1702+3157 , 17 02 32.63 , +31 57 52.2 , 1.95  , 17.6 , QSO RLoud flat radio sp. , 35 , 0 , 0.21 , 0
2862 , 5BZQJ1703-6212 , 17 03 36.54 , -62 12 39.99 , 1.747  , 17.6 , QSO RLoud flat radio sp. , 731 , 964 , 0 , 3.3e-9
2863 , 5BZQJ1704+0134 , 17 04 07.49 , +01 34 08.4 , 2.842  , 19.4 , QSO RLoud flat radio sp. , 284 , 0 , 0 , 0
2864 , 5BZQJ1707+0148 , 17 07 34.42 , +01 48 45.68 , 2.565  , 18.3 , QSO RLoud flat radio sp. , 464 , 0 , 0 , 0
2865 , 5BZQJ1707+1122 , 17 07 32.46 , +11 22 00.69 , 2.406  , 19.8 , QSO RLoud flat radio sp. , 109 , 0 , 0 , 0
2866 , 5BZQJ1707+1331 , 17 07 45.64 , +13 31 05.19 , 0.936  , 17 , QSO RLoud flat radio sp. , 302 , 0 , 1.34 , 0
2867 , 5BZQJ1707+4536 , 17 07 17.76 , +45 36 10.51 , 0.645  , 17.1 , QSO RLoud flat radio sp. , 795 , 0 , 0.28 , 0
2868 , 5BZQJ1708+0035 , 17 08 44.64 , +00 35 09.49 , 0.449  , 20.5 , QSO RLoud flat radio sp. , 697 , 0 , 0 , 0
2869 , 5BZQJ1709+4318 , 17 09 41.09 , +43 18 44.49 , 1.027  , 19 , QSO RLoud flat radio sp. , 143 , 0 , 0.1 , 2.2e-9
2870 , 5BZQJ1710-0355 , 17 10 17.21 , -03 55 50.08 , 1.923  , 18.7 , QSO RLoud flat radio sp. , 441 , 0 , 0 , 0
2871 , 5BZQJ1713+4916 , 17 13 35.15 , +49 16 32.48 , 1.552  , 21 , QSO RLoud flat radio sp. , 202 , 0 , 0 , 0
2872 , 5BZQJ1715+3619 , 17 15 08.36 , +36 19 50.08 , 0.555  , 20.1 , QSO RLoud flat radio sp. , 91 , 0 , 0.22 , 0
2873 , 5BZQJ1715+6323 , 17 15 35.95 , +63 23 36.09 , 2.182  , 18.2 , QSO RLoud flat radio sp. , 36 , 0 , 0.06 , 0
2874 , 5BZQJ1716+2152 , 17 16 11.18 , +21 52 13.69 , 0.358  , 19.5 , QSO RLoud flat radio sp. , 685 , 0 , 0.46 , 0
2875 , 5BZQJ1716+6836 , 17 16 13.93 , +68 36 38.69 , 0.777  , 17.8 , QSO RLoud flat radio sp. , 489 , 633 , 1.41 , 1.2e-9
2876 , 5BZQJ1716-0452 , 17 16 26.48 , -04 52 11.89 , 1.026  , 18.7 , QSO RLoud flat radio sp. , 510 , 0 , 0 , 0
2877 , 5BZQJ1717+2621 , 17 17 15.17 , +26 21 48.88 , 1.934  , 18.5 , QSO RLoud flat radio sp. , 84 , 0 , 0.17 , 0
2878 , 5BZQJ1717-5155 , 17 17 34.65 , -51 55 32.01 , 1.158  , 18.3 , QSO RLoud flat radio sp. , 0 , 0 , 0 , 0
2879 , 5BZQJ1719+0817 , 17 19 52.2 , +08 17 03.58 , 1.185  , 16.5 , QSO RLoud flat radio sp. , 313 , 0 , 0 , 0
2880 , 5BZQJ1719+4804 , 17 19 38.2 , +48 04 12.0 , 1.084  , 14.3 , QSO RLoud flat radio sp. , 63 , 0 , 1.25 , 0
2881 , 5BZQJ1721+3542 , 17 21 09.48 , +35 42 16.09 , 0.283  , 17.9 , QSO RLoud flat radio sp. , 819 , 0 , 0.72 , 0
2882 , 5BZQJ1722+1013 , 17 22 44.57 , +10 13 35.79 , 0.732  , 19.4 , QSO RLoud flat radio sp. , 540 , 0 , 0.52 , 2.3e-9
2883 , 5BZQJ1722+2815 , 17 22 42.16 , +28 15 00.1 , 0.945  , 18 , QSO RLoud flat radio sp. , 238 , 0 , 0.4 , 0
2884 , 5BZQJ1722+5611 , 17 22 58.01 , +56 11 22.3 , 2.269  , 20.4 , QSO RLoud flat radio sp. , 200 , 0 , 0 , 0
2885 , 5BZQJ1722+5856 , 17 22 36.72 , +58 56 22.3 , 1.979  , 19.6 , QSO RLoud flat radio sp. , 228 , 0 , 0.1 , 0
2886 , 5BZQJ1722+6105 , 17 22 40.06 , +61 05 59.71 , 2.058  , 19.1 , QSO RLoud flat radio sp. , 154 , 0 , 0.12 , 0
2887 , 5BZQJ1723+6547 , 17 23 14.14 , +65 47 46.1 , 1.442  , 16.9 , QSO RLoud flat radio sp. , 239 , 0 , 0.07 , 0
2888 , 5BZQJ1724+3303 , 17 24 14.2 , +33 03 03.88 , 0.548  , 19.6 , QSO RLoud flat radio sp. , 414 , 0 , 0.24 , 0
2889 , 5BZQJ1724+4004 , 17 24 05.42 , +40 04 36.51 , 1.049  , 21 , QSO RLoud flat radio sp. , 568 , 0 , 0 , 2.1e-9
2890 , 5BZQJ1726+3213 , 17 26 35.11 , +32 13 23.01 , 1.09  , 17.6 , QSO RLoud flat radio sp. , 126 , 0 , 1.14 , 0
2891 , 5BZQJ1727+4530 , 17 27 27.65 , +45 30 39.7 , 0.717  , 18.5 , QSO RLoud flat radio sp. , 914 , 0 , 0.27 , 1.5e-9
2892 , 5BZQJ1728+0427 , 17 28 24.95 , +04 27 04.89 , 0.293  , 17.7 , QSO RLoud flat radio sp. , 682 , 858 , 0.44 , 1.3e-9
2893 , 5BZQJ1728+1215 , 17 28 07.05 , +12 15 39.49 , 0.583  , 19.5 , QSO RLoud flat radio sp. , 346 , 0 , 0 , 7e-10
2894 , 5BZQJ1728+3838 , 17 28 59.14 , +38 38 26.41 , 1.386  , 16.6 , QSO RLoud flat radio sp. , 241 , 0 , 0.45 , 0
2895 , 5BZQJ1730+0024 , 17 30 34.99 , +00 24 38.69 , 1.335  , 18.7 , QSO RLoud flat radio sp. , 214 , 0 , 0 , 2.2e-9
2896 , 5BZQJ1732-5553 , 17 32 28.25 , -55 53 51.39 , 2.154  , 18.5 , QSO RLoud flat radio sp. , 172 , 0 , 0 , 0
2897 , 5BZQJ1732-7200 , 17 32 11.43 , -72 00 40.1 , 0.62  , 17.2 , QSO RLoud flat radio sp. , 230 , 0 , 0 , 0
2898 , 5BZQJ1733-1304 , 17 33 02.7 , -13 04 49.51 , 0.902  , 17.8 , QSO RLoud flat radio sp. , 5990 , 2220 , 1.64 , 3.1e-9
2899 , 5BZQJ1733-7935 , 17 33 40.69 , -79 35 55.71 , 0.876  , 17.6 , QSO RLoud flat radio sp. , 354 , 0 , 0 , 0
2900 , 5BZQJ1734+3857 , 17 34 20.58 , +38 57 51.4 , 0.976  , 19.5 , QSO RLoud flat radio sp. , 796 , 910 , 0.13 , 3.6e-9
2901 , 5BZQJ1735+3616 , 17 35 48.09 , +36 16 45.58 , 0.803  , 19.8 , QSO RLoud flat radio sp. , 336 , 377 , 0.44 , 0
2902 , 5BZQJ1736+0631 , 17 36 28.57 , +06 31 47.49 , 2.387  , 20.1 , QSO RLoud flat radio sp. , 49 , 0 , 0 , 7e-10
2903 , 5BZQJ1737+0621 , 17 37 13.73 , +06 21 03.59 , 1.207  , 19.8 , QSO RLoud flat radio sp. , 886 , 0 , 0.42 , 7e-10
2904 , 5BZQJ1738+3224 , 17 38 40.49 , +32 24 09.0 , 0.126  , 15.8 , QSO RLoud flat radio sp. , 161 , 0 , 1.13 , 0
2905 , 5BZQJ1738-5334 , 17 38 38.8 , -53 34 09.98 , 1.721  , 15.9 , QSO RLoud flat radio sp. , 166 , 0 , 0.21 , 0
2906 , 5BZQJ1739+3358 , 17 39 35.35 , +33 58 08.18 , 1.625  , 19.3 , QSO RLoud flat radio sp. , 167 , 0 , 0 , 0
2907 , 5BZQJ1739+4955 , 17 39 27.38 , +49 55 03.39 , 1.545  , 18.2 , QSO RLoud flat radio sp. , 531 , 446 , 0.26 , 1.2e-9
2908 , 5BZQJ1740+4348 , 17 40 48.95 , +43 48 16.19 , 2.246  , 19.3 , QSO RLoud flat radio sp. , 111 , 0 , 0 , 0
2909 , 5BZQJ1740+4506 , 17 40 06.36 , +45 06 50.39 , 2.788  , 17.9 , QSO RLoud flat radio sp. , 271 , 0 , 0.08 , 0
2910 , 5BZQJ1740+5211 , 17 40 36.97 , +52 11 43.4 , 1.381  , 17.2 , QSO RLoud flat radio sp. , 807 , 748 , 0.58 , 2.5e-9
2911 , 5BZQJ1743+3747 , 17 43 47.64 , +37 47 53.8 , 1.958  , 20.1 , QSO RLoud flat radio sp. , 212 , 0 , 0 , 0
2912 , 5BZQJ1743-0350 , 17 43 58.86 , -03 50 04.59 , 1.057  , 18.7 , QSO RLoud flat radio sp. , 1411 , 1354 , 1.03 , 0
2913 , 5BZQJ1745+1720 , 17 45 35.21 , +17 20 01.39 , 1.702  , 19.3 , QSO RLoud flat radio sp. , 1062 , 0 , 0 , 0
2914 , 5BZQJ1745+2252 , 17 45 04.67 , +22 52 48.1 , 1.884  , 20.1 , QSO RLoud flat radio sp. , 193 , 0 , 0 , 3e-10
2915 , 5BZQJ1747+2324 , 17 47 50.06 , +23 24 38.7 , 2.203  , 17.8 , QSO RLoud flat radio sp. , 121 , 0 , 0 , 3e-10
2916 , 5BZQJ1748+3404 , 17 48 05.82 , +34 04 01.2 , 2.763  , 19.1 , QSO RLoud flat radio sp. , 190 , 0 , 0 , 0
2917 , 5BZQJ1749-6258 , 17 49 25.7 , -62 58 18.91 , 1.215  , 17.8 , QSO RLoud flat radio sp. , 263 , 0 , 0 , 0
2918 , 5BZQJ1752+1734 , 17 52 46.0 , +17 34 20.38 , 0.505  , 16.4 , QSO RLoud flat radio sp. , 341 , 0 , 0.94 , 0
2919 , 5BZQJ1753+2848 , 17 53 42.47 , +28 48 04.89 , 1.118  , 20.3 , QSO RLoud flat radio sp. , 414 , 0 , 0.28 , 0
2920 , 5BZQJ1753+4409 , 17 53 22.64 , +44 09 45.68 , 0.871  , 19.6 , QSO RLoud flat radio sp. , 766 , 0 , 0.36 , 0
2921 , 5BZQJ1756+1553 , 17 56 33.72 , +15 53 43.8 , 0.547  , 18.1 , QSO RLoud flat radio sp. , 567 , 0 , 0 , 0
2922 , 5BZQJ1756+5748 , 17 56 03.63 , +57 48 47.98 , 2.11  , 18.5 , QSO RLoud flat radio sp. , 742 , 0 , 0.16 , 0
2923 , 5BZQJ1759+2343 , 17 59 00.36 , +23 43 46.99 , 1.721  , 15.7 , QSO RLoud flat radio sp. , 738 , 0 , 0.19 , 0
2924 , 5BZQJ1800+3848 , 18 00 24.77 , +38 48 30.7 , 2.092  , 17.5 , QSO RLoud flat radio sp. , 326 , 0 , 0.68 , 0
2925 , 5BZQJ1801+4404 , 18 01 32.31 , +44 04 21.89 , 0.663  , 15.7 , QSO RLoud flat radio sp. , 727 , 620 , 0.68 , 4e-10
2926 , 5BZQJ1802-3940 , 18 02 42.67 , -39 40 07.89 , 1.319  , 17.3 , QSO RLoud flat radio sp. , 2273 , 1470 , 0.54 , 1.69e-8
2927 , 5BZQJ1802-4925 , 18 02 09.84 , -49 25 11.2 , 2.286  , 17.7 , QSO RLoud flat radio sp. , 664 , 0 , 0 , 0
2928 , 5BZQJ1803+0341 , 18 03 56.28 , +03 41 07.58 , 1.42  , 17.7 , QSO RLoud flat radio sp. , 274 , 403 , 0 , 1.1e-9
2929 , 5BZQJ1803+0934 , 18 03 33.65 , +09 34 25.89 , 0.683  , 20.5 , QSO RLoud flat radio sp. , 161 , 0 , 0 , 0
2930 , 5BZQJ1803-6507 , 18 03 23.5 , -65 07 36.8 , 1.198  , 16.6 , QSO RLoud flat radio sp. , 636 , 476 , 0 , 0
2931 , 5BZQJ1804+0101 , 18 04 15.97 , +01 01 32.41 , 1.522  , 17.7 , QSO RLoud flat radio sp. , 878 , 0 , 0 , 0
2932 , 5BZQJ1807+2204 , 18 07 38.81 , +22 04 56.38 , 0.798  , 16.4 , QSO RLoud flat radio sp. , 66 , 0 , 0.28 , 0
2933 , 5BZQJ1807-6413 , 18 07 54.02 , -64 13 50.08 , 1.016  , 17.5 , QSO RLoud flat radio sp. , 95 , 0 , 0 , 0
2934 , 5BZQJ1808+4542 , 18 08 21.89 , +45 42 20.91 , 0.83  , 19.2 , QSO RLoud flat radio sp. , 292 , 0 , 0.3 , 0
2935 , 5BZQJ1808-5011 , 18 08 13.82 , -50 11 53.3 , 1.606  , 20.4 , QSO RLoud flat radio sp. , 316 , 376 , 0.17 , 0
2936 , 5BZQJ1809+1849 , 18 09 45.33 , +18 49 02.99 , 0.928  , 18.8 , QSO RLoud flat radio sp. , 148 , 0 , 0.13 , 0
2937 , 5BZQJ1813+2952 , 18 13 37.26 , +29 52 37.88 , 1.351  , 19.8 , QSO RLoud flat radio sp. , 291 , 0 , 0 , 0
2938 , 5BZQJ1813+4304 , 18 13 14.69 , +43 04 15.7 , 1.088  , 20.4 , QSO RLoud flat radio sp. , 1031 , 0 , 0 , 0
2939 , 5BZQJ1814+4113 , 18 14 22.7 , +41 13 05.59 , 1.564  , 18.6 , QSO RLoud flat radio sp. , 724 , 0 , 0 , 0
2940 , 5BZQJ1815+1623 , 18 15 14.85 , +16 23 45.88 , 0.742  , 16.8 , QSO RLoud flat radio sp. , 118 , 0 , 0 , 0
2941 , 5BZQJ1815-7001 , 18 15 51.78 , -70 01 39.0 , 0.745  , 18.9 , QSO RLoud flat radio sp. , 118 , 0 , 0 , 0
2942 , 5BZQJ1818+0903 , 18 18 40.06 , +09 03 46.18 , 0.354  , 18.5 , QSO RLoud flat radio sp. , 75 , 0 , 0 , 1.8e-9
2943 , 5BZQJ1818+5017 , 18 18 30.52 , +50 17 19.71 , 1.395  , 18.3 , QSO RLoud flat radio sp. , 176 , 0 , 0 , 0
2944 , 5BZQJ1824+1044 , 18 24 02.86 , +10 44 23.78 , 1.36  , 16.5 , QSO RLoud flat radio sp. , 968 , 0 , 0.42 , 0
2945 , 5BZQJ1826+0149 , 18 26 25.06 , +01 49 40.11 , 1.771  , 20.5 , QSO RLoud flat radio sp. , 514 , 0 , 0.13 , 0
2946 , 5BZQJ1826+3431 , 18 26 59.98 , +34 31 14.08 , 1.814  , 16.2 , QSO RLoud flat radio sp. , 470 , 0 , 0 , 0
2947 , 5BZQJ1826-3650 , 18 26 08.13 , -36 50 49.7 , 0.888  , 18.8 , QSO RLoud flat radio sp. , 513 , 0 , 0.22 , 0
2948 , 5BZQJ1827-4533 , 18 27 10.24 , -45 33 10.0 , 1.244  , 17.4 , QSO RLoud flat radio sp. , 820 , 0 , 0.3 , 0
2949 , 5BZQJ1829-5813 , 18 29 12.4 , -58 13 54.98 , 1.531  , 18.8 , QSO RLoud flat radio sp. , 791 , 400 , 0.71 , 0
2950 , 5BZQJ1830+0619 , 18 30 05.93 , +06 19 15.99 , 0.745  , 19.5 , QSO RLoud flat radio sp. , 397 , 0 , 0.32 , 2.8e-9
2951 , 5BZQJ1831-4805 , 18 31 41.44 , -48 05 21.01 , 1.196  , 17.5 , QSO RLoud flat radio sp. , 36 , 0 , 0 , 0
2952 , 5BZQJ1832+1357 , 18 32 43.21 , +13 57 47.41 , 2.83  , 18.2 , QSO RLoud flat radio sp. , 641 , 0 , 1.96 , 0
2953 , 5BZQJ1833-2103 , 18 33 39.93 , -21 03 39.7 , 2.507  , 21 , QSO RLoud flat radio sp. , 10896 , 1537 , 0.69 , 1.19e-8
2954 , 5BZQJ1835+2506 , 18 35 58.38 , +25 06 45.39 , 1.973  , 16 , QSO RLoud flat radio sp. , 32 , 0 , 0 , 0
2955 , 5BZQJ1835+6119 , 18 35 19.67 , +61 19 40.0 , 2.274  , 18.4 , QSO RLoud flat radio sp. , 588 , 0 , 0.13 , 0
2956 , 5BZQJ1837-5848 , 18 37 53.8 , -58 48 09.0 , 3.04  , 18.6 , QSO RLoud flat radio sp. , 180 , 0 , 0 , 0
2957 , 5BZQJ1837-7108 , 18 37 28.7 , -71 08 43.58 , 1.356  , 16.7 , QSO RLoud flat radio sp. , 1290 , 538 , 0.65 , 0
2958 , 5BZQJ1838-3427 , 18 38 28.49 , -34 27 41.79 , 2.78  , 19.4 , QSO RLoud flat radio sp. , 280 , 0 , 0 , 0
2959 , 5BZQJ1840+2457 , 18 40 03.42 , +24 57 41.61 , 1.634  , 19.3 , QSO RLoud flat radio sp. , 68 , 0 , 0 , 0
2960 , 5BZQJ1840+3900 , 18 40 57.15 , +39 00 45.68 , 3.095  , 18.7 , QSO RLoud flat radio sp. , 143 , 0 , 0 , 0
2961 , 5BZQJ1842+6809 , 18 42 33.64 , +68 09 25.19 , 0.472  , 17.8 , QSO RLoud flat radio sp. , 798 , 0 , 0.66 , 0
2962 , 5BZQJ1846+3747 , 18 46 31.91 , +37 47 17.3 , 2.441  , 18.5 , QSO RLoud flat radio sp. , 116 , 0 , 0 , 0
2963 , 5BZQJ1848+3219 , 18 48 22.08 , +32 19 02.6 , 0.798  , 18.9 , QSO RLoud flat radio sp. , 516 , 427 , 1 , 1.5e-9
2964 , 5BZQJ1849+3024 , 18 49 20.1 , +30 24 14.18 , 0.672  , 19.4 , QSO RLoud flat radio sp. , 222 , 0 , 0.31 , 0
2965 , 5BZQJ1849+6705 , 18 49 16.07 , +67 05 41.71 , 0.657  , 17.5 , QSO RLoud flat radio sp. , 517 , 0 , 0.41 , 7.4e-9
2966 , 5BZQJ1850+2825 , 18 50 27.59 , +28 25 13.18 , 2.544  , 17 , QSO RLoud flat radio sp. , 230 , 0 , 0.79 , 0
2967 , 5BZQJ1852+4019 , 18 52 30.36 , +40 19 06.6 , 2.12  , 19 , QSO RLoud flat radio sp. , 655 , 0 , 0 , 0
2968 , 5BZQJ1852+4855 , 18 52 28.55 , +48 55 47.49 , 1.25  , 18 , QSO RLoud flat radio sp. , 238 , 0 , 0.09 , 2.9e-9
2969 , 5BZQJ1854+7351 , 18 54 57.29 , +73 51 19.9 , 0.461  , 16.7 , QSO RLoud flat radio sp. , 464 , 0 , 0.89 , 0
2970 , 5BZQJ1855+3742 , 18 55 27.71 , +37 42 56.98 , 1.12  , 18.6 , QSO RLoud flat radio sp. , 187 , 0 , 0 , 0
2971 , 5BZQJ1857-5325 , 18 57 00.44 , -53 25 00.4 , 0.778  , 19.1 , QSO RLoud flat radio sp. , 515 , 0 , 0 , 0
2972 , 5BZQJ1901-7429 , 19 01 05.13 , -74 29 25.29 , 0.638  , 18.9 , QSO RLoud flat radio sp. , 320 , 0 , 0 , 0
2973 , 5BZQJ1902+3159 , 19 02 55.93 , +31 59 41.71 , 0.635  , 15.8 , QSO RLoud flat radio sp. , 3204 , 283 , 0.53 , 0
2974 , 5BZQJ1903-6749 , 19 03 01.23 , -67 49 35.9 , 0.255  , 16.6 , QSO RLoud flat radio sp. , 241 , 381 , 0.61 , 7e-10
2975 , 5BZQJ1909+4834 , 19 09 46.56 , +48 34 31.79 , 0.513 ?  , 18.5 , QSO RLoud flat radio sp. , 423 , 0 , 0.29 , 0
2976 , 5BZQJ1911-2006 , 19 11 09.65 , -20 06 55.11 , 1.119  , 18.9 , QSO RLoud flat radio sp. , 2714 , 2069 , 1.77 , 5.7e-9
2977 , 5BZQJ1911-2102 , 19 11 53.93 , -21 02 43.8 , 1.42  , 17.9 , QSO RLoud flat radio sp. , 620 , 0 , 0.27 , 0
2978 , 5BZQJ1912+3740 , 19 12 25.12 , +37 40 36.58 , 1.104  , 20 , QSO RLoud flat radio sp. , 418 , 230 , 0 , 0
2979 , 5BZQJ1912-8010 , 19 12 40.01 , -80 10 05.91 , 1.756  , 19.2 , QSO RLoud flat radio sp. , 1200 , 298 , 0 , 0
2980 , 5BZQJ1913-4503 , 19 13 46.55 , -45 03 11.59 , 2.559  , 17.7 , QSO RLoud flat radio sp. , 60 , 0 , 0 , 0
2981 , 5BZQJ1914-4631 , 19 14 13.8 , -46 31 31.9 , 1.283  , 18 , QSO RLoud flat radio sp. , 372 , 0 , 0 , 0
2982 , 5BZQJ1915-2347 , 19 15 44.76 , -23 47 03.01 , 1.34  , 17 , QSO RLoud flat radio sp. , 55 , 0 , 0 , 0
2983 , 5BZQJ1916-7946 , 19 16 44.33 , -79 46 21.9 , 0.204  , 18 , QSO RLoud flat radio sp. , 48 , 0 , 0.65 , 0
2984 , 5BZQJ1918+4937 , 19 18 45.58 , +49 37 55.99 , 0.926  , 17.5 , QSO RLoud flat radio sp. , 159 , 0 , 0.21 , 0
2985 , 5BZQJ1918+5520 , 19 18 10.74 , +55 20 38.61 , 1.734  , 19.5 , QSO RLoud flat radio sp. , 301 , 159 , 0 , 0
2986 , 5BZQJ1919-4543 , 19 19 16.68 , -45 43 38.6 , 2.47  , 18.8 , QSO RLoud flat radio sp. , 789 , 0 , 0.16 , 0
2987 , 5BZQJ1920-2351 , 19 20 48.43 , -23 51 33.08 , 1.345  , 18.6 , QSO RLoud flat radio sp. , 64 , 0 , 0 , 0
2988 , 5BZQJ1923-2104 , 19 23 32.18 , -21 04 33.31 , 0.874  , 16.6 , QSO RLoud flat radio sp. , 3167 , 2065 , 0.77 , 8.3e-9
2989 , 5BZQJ1923-8007 , 19 23 05.78 , -80 07 28.81 , 1.481  , 20 , QSO RLoud flat radio sp. , 268 , 0 , 0 , 0
2990 , 5BZQJ1924-2914 , 19 24 51.06 , -29 14 30.08 , 0.353  , 17.3 , QSO RLoud flat radio sp. , 13387 , 9129 , 2.42 , 3e-9
2991 , 5BZQJ1925-3401 , 19 25 16.99 , -34 01 01.2 , 1.523  , 19.5 , QSO RLoud flat radio sp. , 257 , 0 , 0 , 0
2992 , 5BZQJ1927+7358 , 19 27 48.49 , +73 58 01.59 , 0.302  , 15.2 , QSO RLoud flat radio sp. , 3950 , 2424 , 3.66 , 0
2993 , 5BZQJ1930-6056 , 19 30 06.16 , -60 56 09.2 , 3.254  , 19.3 , QSO RLoud flat radio sp. , 692 , 0 , 0.34 , 0
2994 , 5BZQJ1932-4536 , 19 32 44.88 , -45 36 37.9 , 0.652  , 17.1 , QSO RLoud flat radio sp. , 792 , 0 , 0.49 , 0
2995 , 5BZQJ1933+6540 , 19 33 57.34 , +65 40 16.89 , 1.687  , 20 , QSO RLoud flat radio sp. , 221 , 89 , 0.18 , 0
2996 , 5BZQJ1933-6942 , 19 33 31.15 , -69 42 58.89 , 1.481  , 18.7 , QSO RLoud flat radio sp. , 759 , 0 , 0 , 0
2997 , 5BZQJ1934+6138 , 19 34 40.68 , +61 38 41.6 , 1.749  , 20.6 , QSO RLoud flat radio sp. , 193 , 0 , 0.08 , 0
2998 , 5BZQJ1934-2416 , 19 34 52.85 , -24 16 24.38 , 1.543  , 17.2 , QSO RLoud flat radio sp. , 230 , 0 , 0 , 0
2999 , 5BZQJ1935-1602 , 19 35 35.8 , -16 02 32.38 , 1.46  , 19.3 , QSO RLoud flat radio sp. , 312 , 0 , 0 , 0
3000 , 5BZQJ1936+7131 , 19 36 03.55 , +71 31 31.79 , 1.864  , 18.4 , QSO RLoud flat radio sp. , 556 , 0 , 0 , 0
3001 , 5BZQJ1936-0402 , 19 36 53.74 , -04 02 45.49 , 0.49  , 18.2 , QSO RLoud flat radio sp. , 105 , 0 , 0 , 0
3002 , 5BZQJ1938-1749 , 19 38 04.96 , -17 49 20.38 , 0.903  , 17.8 , QSO RLoud flat radio sp. , 198 , 212 , 0 , 0
3003 , 5BZQJ1938-4657 , 19 38 26.34 , -46 57 25.48 , 0.805  , 21 , QSO RLoud flat radio sp. , 138 , 0 , 0.13 , 7e-10
